2022-12-19 19:18:06 INFO  HomePage :86 - Click on 'Computers[[[ChromeDriver: chrome on WINDOWS (5a3f9c1bc0a7ff5f362981f013383513)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a], [[ChromeDriver: chrome on WINDOWS (5a3f9c1bc0a7ff5f362981f013383513)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a], [[ChromeDriver: chrome on WINDOWS (5a3f9c1bc0a7ff5f362981f013383513)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a], [[ChromeDriver: chrome on WINDOWS (5a3f9c1bc0a7ff5f362981f013383513)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a], [[ChromeDriver: chrome on WINDOWS (5a3f9c1bc0a7ff5f362981f013383513)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a], [[ChromeDriver: chrome on WINDOWS (5a3f9c1bc0a7ff5f362981f013383513)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a], [[ChromeDriver: chrome on WINDOWS (5a3f9c1bc0a7ff5f362981f013383513)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a]]
2022-12-19 19:19:49 INFO  LoginPage :53 - Clicking on Login Button[[ChromeDriver: chrome on WINDOWS (f36094aa85c82b3ec5c40224adf6d14e)] -> xpath: //button[contains(text(),'Log in')]]
2022-12-19 19:19:50 INFO  LoginPage :59 - Getting error message : [[ChromeDriver: chrome on WINDOWS (f36094aa85c82b3ec5c40224adf6d14e)] -> xpath: //div[@class='message-error validation-summary-errors']]
2022-12-19 19:19:53 INFO  HomePage :56 - Clicking on register link [[ChromeDriver: chrome on WINDOWS (3073798e0974e4a0883594671f147f57)] -> link text: Register]
2022-12-19 19:19:54 INFO  RegisterPage :85 - Select 'Female[[[ChromeDriver: chrome on WINDOWS (3073798e0974e4a0883594671f147f57)] -> xpath: //div[@id='gender']//label], [[ChromeDriver: chrome on WINDOWS (3073798e0974e4a0883594671f147f57)] -> xpath: //div[@id='gender']//label]]
2022-12-19 19:19:54 INFO  RegisterPage :93 - Enter Firstname : 'Testinghv2[[ChromeDriver: chrome on WINDOWS (3073798e0974e4a0883594671f147f57)] -> id: FirstName]
2022-12-19 19:19:54 INFO  RegisterPage :98 - Enter Lastname : 'Automater1[[ChromeDriver: chrome on WINDOWS (3073798e0974e4a0883594671f147f57)] -> id: LastName]
2022-12-19 19:19:54 INFO  RegisterPage :103 - Select day : '22', month : 'February', year : '1980'[[ChromeDriver: chrome on WINDOWS (3073798e0974e4a0883594671f147f57)] -> name: DateOfBirthDay][[ChromeDriver: chrome on WINDOWS (3073798e0974e4a0883594671f147f57)] -> name: DateOfBirthMonth][[ChromeDriver: chrome on WINDOWS (3073798e0974e4a0883594671f147f57)] -> name: DateOfBirthYear]
2022-12-19 19:19:54 INFO  RegisterPage :110 - Enter Email : 'Testinghv2@gmail.com[[ChromeDriver: chrome on WINDOWS (3073798e0974e4a0883594671f147f57)] -> name: Email]
2022-12-19 19:19:54 INFO  RegisterPage :115 - Enter Password : 'password123[[ChromeDriver: chrome on WINDOWS (3073798e0974e4a0883594671f147f57)] -> id: Password]
2022-12-19 19:19:54 INFO  RegisterPage :120 - Enter Confirm password : 'password123[[ChromeDriver: chrome on WINDOWS (3073798e0974e4a0883594671f147f57)] -> id: ConfirmPassword]
2022-12-19 19:19:54 INFO  RegisterPage :125 - Click on 'REGISTER' button[[ChromeDriver: chrome on WINDOWS (3073798e0974e4a0883594671f147f57)] -> css selector: #register-button]
2022-12-19 19:19:55 INFO  HomePage :45 - Clicking on login link [[ChromeDriver: chrome on WINDOWS (3073798e0974e4a0883594671f147f57)] -> link text: Log in]
2022-12-19 19:19:56 INFO  LoginPage :53 - Clicking on Login Button[[ChromeDriver: chrome on WINDOWS (3073798e0974e4a0883594671f147f57)] -> xpath: //button[contains(text(),'Log in')]]
2022-12-19 19:19:59 INFO  HomePage :45 - Clicking on login link [[ChromeDriver: chrome on WINDOWS (ee9f5a1e66fe0481271753ac4885dc2f)] -> link text: Log in]
2022-12-19 19:20:00 INFO  LoginPage :53 - Clicking on Login Button[[ChromeDriver: chrome on WINDOWS (ee9f5a1e66fe0481271753ac4885dc2f)] -> xpath: //button[contains(text(),'Log in')]]
2022-12-19 19:20:03 INFO  HomePage :56 - Clicking on register link [[ChromeDriver: chrome on WINDOWS (b1b1760bf28d118b365b81a28a403227)] -> link text: Register]
2022-12-19 19:20:03 INFO  RegisterPage :78 - Get registerText : [[ChromeDriver: chrome on WINDOWS (b1b1760bf28d118b365b81a28a403227)] -> css selector: div[class='page-title'] h1]
2022-12-19 19:20:06 INFO  HomePage :56 - Clicking on register link [[ChromeDriver: chrome on WINDOWS (61f1e3baa497ac82690bf9ee90973d5f)] -> link text: Register]
2022-12-19 19:20:07 INFO  RegisterPage :125 - Click on 'REGISTER' button[[ChromeDriver: chrome on WINDOWS (61f1e3baa497ac82690bf9ee90973d5f)] -> css selector: #register-button]
2022-12-19 19:20:07 INFO  RegisterPage :134 - Click on 'REGISTER' button to see the error message[[[ChromeDriver: chrome on WINDOWS (61f1e3baa497ac82690bf9ee90973d5f)] -> class name: field-validation-error], [[ChromeDriver: chrome on WINDOWS (61f1e3baa497ac82690bf9ee90973d5f)] -> class name: field-validation-error], [[ChromeDriver: chrome on WINDOWS (61f1e3baa497ac82690bf9ee90973d5f)] -> class name: field-validation-error], [[ChromeDriver: chrome on WINDOWS (61f1e3baa497ac82690bf9ee90973d5f)] -> class name: field-validation-error], [[ChromeDriver: chrome on WINDOWS (61f1e3baa497ac82690bf9ee90973d5f)] -> class name: field-validation-error]]
2022-12-19 19:20:10 INFO  HomePage :56 - Clicking on register link [[ChromeDriver: chrome on WINDOWS (7e2cda03b9037a61865acc3ab854a0dc)] -> link text: Register]
2022-12-19 19:20:11 INFO  RegisterPage :125 - Click on 'REGISTER' button[[ChromeDriver: chrome on WINDOWS (7e2cda03b9037a61865acc3ab854a0dc)] -> css selector: #register-button]
2022-12-19 19:20:11 INFO  RegisterPage :134 - Click on 'REGISTER' button to see the error message[[[ChromeDriver: chrome on WINDOWS (7e2cda03b9037a61865acc3ab854a0dc)] -> class name: field-validation-error], [[ChromeDriver: chrome on WINDOWS (7e2cda03b9037a61865acc3ab854a0dc)] -> class name: field-validation-error], [[ChromeDriver: chrome on WINDOWS (7e2cda03b9037a61865acc3ab854a0dc)] -> class name: field-validation-error], [[ChromeDriver: chrome on WINDOWS (7e2cda03b9037a61865acc3ab854a0dc)] -> class name: field-validation-error], [[ChromeDriver: chrome on WINDOWS (7e2cda03b9037a61865acc3ab854a0dc)] -> class name: field-validation-error]]
2022-12-19 19:20:14 INFO  HomePage :56 - Clicking on register link [[ChromeDriver: chrome on WINDOWS (8d348a44184dccd705e131fc73ec35b7)] -> link text: Register]
2022-12-19 19:20:15 INFO  RegisterPage :125 - Click on 'REGISTER' button[[ChromeDriver: chrome on WINDOWS (8d348a44184dccd705e131fc73ec35b7)] -> css selector: #register-button]
2022-12-19 19:20:15 INFO  RegisterPage :134 - Click on 'REGISTER' button to see the error message[[[ChromeDriver: chrome on WINDOWS (8d348a44184dccd705e131fc73ec35b7)] -> class name: field-validation-error], [[ChromeDriver: chrome on WINDOWS (8d348a44184dccd705e131fc73ec35b7)] -> class name: field-validation-error], [[ChromeDriver: chrome on WINDOWS (8d348a44184dccd705e131fc73ec35b7)] -> class name: field-validation-error], [[ChromeDriver: chrome on WINDOWS (8d348a44184dccd705e131fc73ec35b7)] -> class name: field-validation-error], [[ChromeDriver: chrome on WINDOWS (8d348a44184dccd705e131fc73ec35b7)] -> class name: field-validation-error]]
2022-12-19 19:20:17 INFO  HomePage :56 - Clicking on register link [[ChromeDriver: chrome on WINDOWS (5cfa0fbee4c07ae5e21500bb316b67b8)] -> link text: Register]
2022-12-19 19:20:18 INFO  RegisterPage :125 - Click on 'REGISTER' button[[ChromeDriver: chrome on WINDOWS (5cfa0fbee4c07ae5e21500bb316b67b8)] -> css selector: #register-button]
2022-12-19 19:20:18 INFO  RegisterPage :134 - Click on 'REGISTER' button to see the error message[[[ChromeDriver: chrome on WINDOWS (5cfa0fbee4c07ae5e21500bb316b67b8)] -> class name: field-validation-error], [[ChromeDriver: chrome on WINDOWS (5cfa0fbee4c07ae5e21500bb316b67b8)] -> class name: field-validation-error], [[ChromeDriver: chrome on WINDOWS (5cfa0fbee4c07ae5e21500bb316b67b8)] -> class name: field-validation-error], [[ChromeDriver: chrome on WINDOWS (5cfa0fbee4c07ae5e21500bb316b67b8)] -> class name: field-validation-error], [[ChromeDriver: chrome on WINDOWS (5cfa0fbee4c07ae5e21500bb316b67b8)] -> class name: field-validation-error]]
2022-12-19 19:20:21 INFO  HomePage :56 - Clicking on register link [[ChromeDriver: chrome on WINDOWS (e239fe3e390400dc8e46c39b4db91147)] -> link text: Register]
2022-12-19 19:20:22 INFO  RegisterPage :125 - Click on 'REGISTER' button[[ChromeDriver: chrome on WINDOWS (e239fe3e390400dc8e46c39b4db91147)] -> css selector: #register-button]
2022-12-19 19:20:22 INFO  RegisterPage :134 - Click on 'REGISTER' button to see the error message[[[ChromeDriver: chrome on WINDOWS (e239fe3e390400dc8e46c39b4db91147)] -> class name: field-validation-error], [[ChromeDriver: chrome on WINDOWS (e239fe3e390400dc8e46c39b4db91147)] -> class name: field-validation-error], [[ChromeDriver: chrome on WINDOWS (e239fe3e390400dc8e46c39b4db91147)] -> class name: field-validation-error], [[ChromeDriver: chrome on WINDOWS (e239fe3e390400dc8e46c39b4db91147)] -> class name: field-validation-error], [[ChromeDriver: chrome on WINDOWS (e239fe3e390400dc8e46c39b4db91147)] -> class name: field-validation-error]]
2022-12-19 19:20:24 INFO  HomePage :56 - Clicking on register link [[ChromeDriver: chrome on WINDOWS (2e749afa9ee1a655e382a0f7e05cadbc)] -> link text: Register]
2022-12-19 19:20:25 INFO  RegisterPage :85 - Select 'Female[[[ChromeDriver: chrome on WINDOWS (2e749afa9ee1a655e382a0f7e05cadbc)] -> xpath: //div[@id='gender']//label], [[ChromeDriver: chrome on WINDOWS (2e749afa9ee1a655e382a0f7e05cadbc)] -> xpath: //div[@id='gender']//label]]
2022-12-19 19:20:25 INFO  RegisterPage :93 - Enter Firstname : 'Testinghv0[[ChromeDriver: chrome on WINDOWS (2e749afa9ee1a655e382a0f7e05cadbc)] -> id: FirstName]
2022-12-19 19:20:25 INFO  RegisterPage :98 - Enter Lastname : 'Automater[[ChromeDriver: chrome on WINDOWS (2e749afa9ee1a655e382a0f7e05cadbc)] -> id: LastName]
2022-12-19 19:20:25 INFO  RegisterPage :103 - Select day : '22', month : 'February', year : '1980'[[ChromeDriver: chrome on WINDOWS (2e749afa9ee1a655e382a0f7e05cadbc)] -> name: DateOfBirthDay][[ChromeDriver: chrome on WINDOWS (2e749afa9ee1a655e382a0f7e05cadbc)] -> name: DateOfBirthMonth][[ChromeDriver: chrome on WINDOWS (2e749afa9ee1a655e382a0f7e05cadbc)] -> name: DateOfBirthYear]
2022-12-19 19:20:25 INFO  RegisterPage :110 - Enter Email : 'Testinghv0@gmail.com[[ChromeDriver: chrome on WINDOWS (2e749afa9ee1a655e382a0f7e05cadbc)] -> name: Email]
2022-12-19 19:20:25 INFO  RegisterPage :115 - Enter Password : 'password123[[ChromeDriver: chrome on WINDOWS (2e749afa9ee1a655e382a0f7e05cadbc)] -> id: Password]
2022-12-19 19:20:25 INFO  RegisterPage :120 - Enter Confirm password : 'password123[[ChromeDriver: chrome on WINDOWS (2e749afa9ee1a655e382a0f7e05cadbc)] -> id: ConfirmPassword]
2022-12-19 19:20:26 INFO  RegisterPage :125 - Click on 'REGISTER' button[[ChromeDriver: chrome on WINDOWS (2e749afa9ee1a655e382a0f7e05cadbc)] -> css selector: #register-button]
2022-12-19 19:20:26 INFO  RegisterPage :143 - Get your reg completed text : [[ChromeDriver: chrome on WINDOWS (2e749afa9ee1a655e382a0f7e05cadbc)] -> css selector: .result]
2022-12-20 06:45:09 INFO  HomePage :86 - Click on 'Computers[[[ChromeDriver: chrome on WINDOWS (ff27e9bdaaad40da539f154ebb30cfa3)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a], [[ChromeDriver: chrome on WINDOWS (ff27e9bdaaad40da539f154ebb30cfa3)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a], [[ChromeDriver: chrome on WINDOWS (ff27e9bdaaad40da539f154ebb30cfa3)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a], [[ChromeDriver: chrome on WINDOWS (ff27e9bdaaad40da539f154ebb30cfa3)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a], [[ChromeDriver: chrome on WINDOWS (ff27e9bdaaad40da539f154ebb30cfa3)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a], [[ChromeDriver: chrome on WINDOWS (ff27e9bdaaad40da539f154ebb30cfa3)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a], [[ChromeDriver: chrome on WINDOWS (ff27e9bdaaad40da539f154ebb30cfa3)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a]]
2022-12-20 06:45:12 INFO  ComputerPage :30 - Get pageTitle text : [[ChromeDriver: chrome on WINDOWS (ff27e9bdaaad40da539f154ebb30cfa3)] -> css selector: div[class='page-title'] h1]
2022-12-20 06:45:15 INFO  HomePage :86 - Click on 'Computers[[[ChromeDriver: chrome on WINDOWS (c692f4ac7ae2943744cec9e15a597a85)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a], [[ChromeDriver: chrome on WINDOWS (c692f4ac7ae2943744cec9e15a597a85)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a], [[ChromeDriver: chrome on WINDOWS (c692f4ac7ae2943744cec9e15a597a85)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a], [[ChromeDriver: chrome on WINDOWS (c692f4ac7ae2943744cec9e15a597a85)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a], [[ChromeDriver: chrome on WINDOWS (c692f4ac7ae2943744cec9e15a597a85)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a], [[ChromeDriver: chrome on WINDOWS (c692f4ac7ae2943744cec9e15a597a85)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a], [[ChromeDriver: chrome on WINDOWS (c692f4ac7ae2943744cec9e15a597a85)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a]]
2022-12-20 06:45:16 INFO  ComputerPage :37 - Click on '[[[ChromeDriver: chrome on WINDOWS (c692f4ac7ae2943744cec9e15a597a85)] -> xpath: //div[@class='category-grid sub-category-grid']//h2/a], [[ChromeDriver: chrome on WINDOWS (c692f4ac7ae2943744cec9e15a597a85)] -> xpath: //div[@class='category-grid sub-category-grid']//h2/a], [[ChromeDriver: chrome on WINDOWS (c692f4ac7ae2943744cec9e15a597a85)] -> xpath: //div[@class='category-grid sub-category-grid']//h2/a]]
2022-12-20 06:45:17 INFO  DesktopsPage :38 - Get pageTitle text [[ChromeDriver: chrome on WINDOWS (c692f4ac7ae2943744cec9e15a597a85)] -> css selector: div[class='page-title'] h1]
2022-12-20 06:45:20 INFO  HomePage :86 - Click on 'Computers[[[ChromeDriver: chrome on WINDOWS (a0e2c02b2da66d2c3bc21d40f852ba49)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a], [[ChromeDriver: chrome on WINDOWS (a0e2c02b2da66d2c3bc21d40f852ba49)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a], [[ChromeDriver: chrome on WINDOWS (a0e2c02b2da66d2c3bc21d40f852ba49)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a], [[ChromeDriver: chrome on WINDOWS (a0e2c02b2da66d2c3bc21d40f852ba49)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a], [[ChromeDriver: chrome on WINDOWS (a0e2c02b2da66d2c3bc21d40f852ba49)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a], [[ChromeDriver: chrome on WINDOWS (a0e2c02b2da66d2c3bc21d40f852ba49)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a], [[ChromeDriver: chrome on WINDOWS (a0e2c02b2da66d2c3bc21d40f852ba49)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a]]
2022-12-20 06:45:24 INFO  ComputerPage :37 - Click on '[[[ChromeDriver: chrome on WINDOWS (a0e2c02b2da66d2c3bc21d40f852ba49)] -> xpath: //div[@class='category-grid sub-category-grid']//h2/a], [[ChromeDriver: chrome on WINDOWS (a0e2c02b2da66d2c3bc21d40f852ba49)] -> xpath: //div[@class='category-grid sub-category-grid']//h2/a], [[ChromeDriver: chrome on WINDOWS (a0e2c02b2da66d2c3bc21d40f852ba49)] -> xpath: //div[@class='category-grid sub-category-grid']//h2/a]]
2022-12-20 06:45:26 INFO  DesktopsPage :55 - Click on product 'Build your own computer[[[ChromeDriver: chrome on WINDOWS (a0e2c02b2da66d2c3bc21d40f852ba49)] -> xpath: //div[@class='products-container']//h2/a], [[ChromeDriver: chrome on WINDOWS (a0e2c02b2da66d2c3bc21d40f852ba49)] -> xpath: //div[@class='products-container']//h2/a], [[ChromeDriver: chrome on WINDOWS (a0e2c02b2da66d2c3bc21d40f852ba49)] -> xpath: //div[@class='products-container']//h2/a]]
2022-12-20 06:45:30 INFO  BuildYourOwnComputerPage :60 - Select processor '[[ChromeDriver: chrome on WINDOWS (a0e2c02b2da66d2c3bc21d40f852ba49)] -> id: product_attribute_1]
2022-12-20 06:45:30 INFO  BuildYourOwnComputerPage :65 - Select RAM '[[ChromeDriver: chrome on WINDOWS (a0e2c02b2da66d2c3bc21d40f852ba49)] -> id: product_attribute_2]
2022-12-20 06:45:30 INFO  BuildYourOwnComputerPage :73 - Select HDD '[[[ChromeDriver: chrome on WINDOWS (a0e2c02b2da66d2c3bc21d40f852ba49)] -> xpath: //dd[@id='product_attribute_input_3']//li/label], [[ChromeDriver: chrome on WINDOWS (a0e2c02b2da66d2c3bc21d40f852ba49)] -> xpath: //dd[@id='product_attribute_input_3']//li/label]]
2022-12-20 06:45:30 INFO  BuildYourOwnComputerPage :83 - Select HDD '[[[ChromeDriver: chrome on WINDOWS (a0e2c02b2da66d2c3bc21d40f852ba49)] -> xpath: //dd[@id='product_attribute_input_4']//li/label], [[ChromeDriver: chrome on WINDOWS (a0e2c02b2da66d2c3bc21d40f852ba49)] -> xpath: //dd[@id='product_attribute_input_4']//li/label]]
2022-12-20 06:45:30 INFO  BuildYourOwnComputerPage :93 - Select Software '[[[ChromeDriver: chrome on WINDOWS (a0e2c02b2da66d2c3bc21d40f852ba49)] -> xpath: //dd[@id='product_attribute_input_5']//li/label], [[ChromeDriver: chrome on WINDOWS (a0e2c02b2da66d2c3bc21d40f852ba49)] -> xpath: //dd[@id='product_attribute_input_5']//li/label], [[ChromeDriver: chrome on WINDOWS (a0e2c02b2da66d2c3bc21d40f852ba49)] -> xpath: //dd[@id='product_attribute_input_5']//li/label]]
2022-12-20 06:45:30 INFO  BuildYourOwnComputerPage :100 - Click on 'ADD TO CART' Button[[ChromeDriver: chrome on WINDOWS (a0e2c02b2da66d2c3bc21d40f852ba49)] -> xpath: //button[@id='add-to-cart-button-1']]
2022-12-20 06:45:30 INFO  BuildYourOwnComputerPage :106 - Get productAdded Message : [[ChromeDriver: chrome on WINDOWS (a0e2c02b2da66d2c3bc21d40f852ba49)] -> xpath: //p[@class='content']]
2022-12-20 06:45:34 INFO  HomePage :86 - Click on 'Computers[[[ChromeDriver: chrome on WINDOWS (3e1725abf35034c175d5f0a990478663)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a], [[ChromeDriver: chrome on WINDOWS (3e1725abf35034c175d5f0a990478663)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a], [[ChromeDriver: chrome on WINDOWS (3e1725abf35034c175d5f0a990478663)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a], [[ChromeDriver: chrome on WINDOWS (3e1725abf35034c175d5f0a990478663)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a], [[ChromeDriver: chrome on WINDOWS (3e1725abf35034c175d5f0a990478663)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a], [[ChromeDriver: chrome on WINDOWS (3e1725abf35034c175d5f0a990478663)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a], [[ChromeDriver: chrome on WINDOWS (3e1725abf35034c175d5f0a990478663)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a]]
2022-12-20 06:45:35 INFO  ComputerPage :37 - Click on '[[[ChromeDriver: chrome on WINDOWS (3e1725abf35034c175d5f0a990478663)] -> xpath: //div[@class='category-grid sub-category-grid']//h2/a], [[ChromeDriver: chrome on WINDOWS (3e1725abf35034c175d5f0a990478663)] -> xpath: //div[@class='category-grid sub-category-grid']//h2/a], [[ChromeDriver: chrome on WINDOWS (3e1725abf35034c175d5f0a990478663)] -> xpath: //div[@class='category-grid sub-category-grid']//h2/a]]
2022-12-20 06:45:35 INFO  DesktopsPage :55 - Click on product 'Build your own computer[[[ChromeDriver: chrome on WINDOWS (3e1725abf35034c175d5f0a990478663)] -> xpath: //div[@class='products-container']//h2/a], [[ChromeDriver: chrome on WINDOWS (3e1725abf35034c175d5f0a990478663)] -> xpath: //div[@class='products-container']//h2/a], [[ChromeDriver: chrome on WINDOWS (3e1725abf35034c175d5f0a990478663)] -> xpath: //div[@class='products-container']//h2/a]]
2022-12-20 06:45:38 INFO  BuildYourOwnComputerPage :60 - Select processor '[[ChromeDriver: chrome on WINDOWS (3e1725abf35034c175d5f0a990478663)] -> id: product_attribute_1]
2022-12-20 06:45:38 INFO  BuildYourOwnComputerPage :65 - Select RAM '[[ChromeDriver: chrome on WINDOWS (3e1725abf35034c175d5f0a990478663)] -> id: product_attribute_2]
2022-12-20 06:45:38 INFO  BuildYourOwnComputerPage :73 - Select HDD '[[[ChromeDriver: chrome on WINDOWS (3e1725abf35034c175d5f0a990478663)] -> xpath: //dd[@id='product_attribute_input_3']//li/label], [[ChromeDriver: chrome on WINDOWS (3e1725abf35034c175d5f0a990478663)] -> xpath: //dd[@id='product_attribute_input_3']//li/label]]
2022-12-20 06:45:38 INFO  BuildYourOwnComputerPage :83 - Select HDD '[[[ChromeDriver: chrome on WINDOWS (3e1725abf35034c175d5f0a990478663)] -> xpath: //dd[@id='product_attribute_input_4']//li/label], [[ChromeDriver: chrome on WINDOWS (3e1725abf35034c175d5f0a990478663)] -> xpath: //dd[@id='product_attribute_input_4']//li/label]]
2022-12-20 06:45:38 INFO  BuildYourOwnComputerPage :93 - Select Software '[[[ChromeDriver: chrome on WINDOWS (3e1725abf35034c175d5f0a990478663)] -> xpath: //dd[@id='product_attribute_input_5']//li/label], [[ChromeDriver: chrome on WINDOWS (3e1725abf35034c175d5f0a990478663)] -> xpath: //dd[@id='product_attribute_input_5']//li/label], [[ChromeDriver: chrome on WINDOWS (3e1725abf35034c175d5f0a990478663)] -> xpath: //dd[@id='product_attribute_input_5']//li/label]]
2022-12-20 06:45:38 INFO  BuildYourOwnComputerPage :100 - Click on 'ADD TO CART' Button[[ChromeDriver: chrome on WINDOWS (3e1725abf35034c175d5f0a990478663)] -> xpath: //button[@id='add-to-cart-button-1']]
2022-12-20 06:45:40 INFO  BuildYourOwnComputerPage :106 - Get productAdded Message : [[ChromeDriver: chrome on WINDOWS (3e1725abf35034c175d5f0a990478663)] -> xpath: //p[@class='content']]
2022-12-20 06:45:42 INFO  HomePage :86 - Click on 'Computers[[[ChromeDriver: chrome on WINDOWS (7121f067a900327c4e6db506e45ebf49)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a], [[ChromeDriver: chrome on WINDOWS (7121f067a900327c4e6db506e45ebf49)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a], [[ChromeDriver: chrome on WINDOWS (7121f067a900327c4e6db506e45ebf49)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a], [[ChromeDriver: chrome on WINDOWS (7121f067a900327c4e6db506e45ebf49)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a], [[ChromeDriver: chrome on WINDOWS (7121f067a900327c4e6db506e45ebf49)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a], [[ChromeDriver: chrome on WINDOWS (7121f067a900327c4e6db506e45ebf49)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a], [[ChromeDriver: chrome on WINDOWS (7121f067a900327c4e6db506e45ebf49)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a]]
2022-12-20 06:45:43 INFO  ComputerPage :37 - Click on '[[[ChromeDriver: chrome on WINDOWS (7121f067a900327c4e6db506e45ebf49)] -> xpath: //div[@class='category-grid sub-category-grid']//h2/a], [[ChromeDriver: chrome on WINDOWS (7121f067a900327c4e6db506e45ebf49)] -> xpath: //div[@class='category-grid sub-category-grid']//h2/a], [[ChromeDriver: chrome on WINDOWS (7121f067a900327c4e6db506e45ebf49)] -> xpath: //div[@class='category-grid sub-category-grid']//h2/a]]
2022-12-20 06:45:43 INFO  DesktopsPage :55 - Click on product 'Build your own computer[[[ChromeDriver: chrome on WINDOWS (7121f067a900327c4e6db506e45ebf49)] -> xpath: //div[@class='products-container']//h2/a], [[ChromeDriver: chrome on WINDOWS (7121f067a900327c4e6db506e45ebf49)] -> xpath: //div[@class='products-container']//h2/a], [[ChromeDriver: chrome on WINDOWS (7121f067a900327c4e6db506e45ebf49)] -> xpath: //div[@class='products-container']//h2/a]]
2022-12-20 06:45:45 INFO  BuildYourOwnComputerPage :60 - Select processor '[[ChromeDriver: chrome on WINDOWS (7121f067a900327c4e6db506e45ebf49)] -> id: product_attribute_1]
2022-12-20 06:45:45 INFO  BuildYourOwnComputerPage :65 - Select RAM '[[ChromeDriver: chrome on WINDOWS (7121f067a900327c4e6db506e45ebf49)] -> id: product_attribute_2]
2022-12-20 06:45:45 INFO  BuildYourOwnComputerPage :73 - Select HDD '[[[ChromeDriver: chrome on WINDOWS (7121f067a900327c4e6db506e45ebf49)] -> xpath: //dd[@id='product_attribute_input_3']//li/label], [[ChromeDriver: chrome on WINDOWS (7121f067a900327c4e6db506e45ebf49)] -> xpath: //dd[@id='product_attribute_input_3']//li/label]]
2022-12-20 06:45:45 INFO  BuildYourOwnComputerPage :83 - Select HDD '[[[ChromeDriver: chrome on WINDOWS (7121f067a900327c4e6db506e45ebf49)] -> xpath: //dd[@id='product_attribute_input_4']//li/label], [[ChromeDriver: chrome on WINDOWS (7121f067a900327c4e6db506e45ebf49)] -> xpath: //dd[@id='product_attribute_input_4']//li/label]]
2022-12-20 06:45:45 INFO  BuildYourOwnComputerPage :93 - Select Software '[[[ChromeDriver: chrome on WINDOWS (7121f067a900327c4e6db506e45ebf49)] -> xpath: //dd[@id='product_attribute_input_5']//li/label], [[ChromeDriver: chrome on WINDOWS (7121f067a900327c4e6db506e45ebf49)] -> xpath: //dd[@id='product_attribute_input_5']//li/label], [[ChromeDriver: chrome on WINDOWS (7121f067a900327c4e6db506e45ebf49)] -> xpath: //dd[@id='product_attribute_input_5']//li/label]]
2022-12-20 06:45:45 INFO  BuildYourOwnComputerPage :100 - Click on 'ADD TO CART' Button[[ChromeDriver: chrome on WINDOWS (7121f067a900327c4e6db506e45ebf49)] -> xpath: //button[@id='add-to-cart-button-1']]
2022-12-20 06:45:46 INFO  BuildYourOwnComputerPage :106 - Get productAdded Message : [[ChromeDriver: chrome on WINDOWS (7121f067a900327c4e6db506e45ebf49)] -> xpath: //p[@class='content']]
2022-12-20 06:45:49 INFO  HomePage :45 - Clicking on login link [[ChromeDriver: chrome on WINDOWS (e701f9131a1e04dbc991ec03ee35c884)] -> link text: Log in]
